Frequency_Hz,Left_Mag_dBFS,Left_Phase_rad,Right_Mag_dBFS,Right_Phase_rad
0.0,-11.095362718594721,0.0,-11.095362718594721,0.0
0.5,-13.184646093336088,-1.2703394867369078,-13.184649601979784,-1.2687200117405204
1.0,-11.86608085037923,2.3934273606644103,-11.866094957604641,2.396663728762956
1.5,-16.160381780109468,-0.8594710958167381,-16.160413685394847,-0.8546204314492815
2.0,-8.510669983751528,-1.1170572531747065,-8.510726996868051,-1.1105949043370686
2.5,-4.198857949962534,2.739279808305242,-4.198947491727426,2.74735121482255
3.0,-11.8610993087567,1.573311826911743,-11.861228911786677,1.582989649300294
3.5,-9.506447167720486,-0.9002026641854833,-9.506624477185511,-0.8889210827780076
4.0,-9.637127955952806,0.23013206667658254,-9.637360730330151,0.24301473518095817
4.5,-9.444287908879367,1.1490956166595274,-9.44458402070797,1.1635766852434102
5.0,-11.71776478530633,0.4637693940283674,-11.718132221941326,0.4798461605534882
5.5,-6.794557271753771,-0.7627203141982392,-6.795004136121258,-0.7450505670163832
6.0,-31.52712535699839,1.3497531702032084,-31.527659868350334,1.3690131655858477
6.5,-15.656252591885416,0.14249249305384884,-15.656883086554767,0.16333998898481986
7.0,-24.403895882969955,-3.00059516555507,-24.40463081512574,-2.978162931949665
7.5,-14.25493341689171,-1.992606225532692,-14.255781359294355,-1.9685920323729678
8.0,-8.17694888056442,2.52018088181064,-8.177918525320992,2.545774241133698
8.5,-12.068499367008453,-0.24476495959317565,-12.06959952632799,-0.21759524279315676
9.0,-14.199822123207738,-2.072683219502928,-14.201061730156542,-2.0439399692320945
9.5,-24.56323650802462,-2.685533712600489,-24.564624617281513,-2.655219768209029
10.0,-9.880665463417126,0.008999711285319532,-9.882211252028581,0.04088149507905275
10.5,-5.769314026760583,0.446060654311847,-5.7710267948958505,0.47950740739730074
11.0,-7.951336310344335,-2.8525747925826197,-7.953225482050343,-2.817565955732089
11.5,-8.44834885692974,-1.6045452463504497,-8.45042398088584,-1.5679772267013692
12.0,-16.258548285388194,0.8568260209449541,-16.260819035660763,0.8949503069624962
12.5,-13.902913842577815,-2.934439944801028,-13.905390019374597,-2.894762324332248
13.0,-13.315076996151443,0.22339177197017812,-13.317768526575604,0.2646197794623688
13.5,-13.563558539567612,-2.5474448537932046,-13.566475478371549,-2.5046694222394104
14.0,-13.756532681253999,-2.244078097289034,-13.759685211592867,-2.199758220192698
14.5,-5.108817862452506,1.0058261686491714,-5.112216296637287,1.0516874971885475
15.0,-9.742105235467763,-2.5666499298609247,-9.745760015718108,-2.5192501595815524
15.5,-7.810196942221433,0.10541656247732129,-7.814118641417976,0.15435174916709157
16.0,-8.916227502330257,2.3170856649508456,-8.920426824766563,2.367553227071923
16.5,-7.007468150628327,0.5083595769511493,-7.01195593276235,0.5603564578520899
17.0,-5.286532472520258,-0.4059806571155161,-5.291319683725333,-0.35245752978129946
17.5,-17.34068594389456,0.5327804920697272,-17.345783687209863,0.5878267777727654
18.0,-9.171058270638909,-1.4879648578225135,-9.176477783519365,-1.431398517555636
18.5,-10.78096390681776,-1.7917569001557183,-10.786716561883372,-1.7336736248931124
19.0,-12.607612730314212,0.48679127653749815,-12.6137100360988,0.5463883514420435
19.5,-27.154176572688762,-2.1545910458623663,-27.16063017438803,-2.093483322477846
20.0,-16.035666600007495,1.5433346100693666,-16.04248828022657,1.6059498149412639
20.5,-8.794091859095369,-2.807959374083227,-8.801293538595388,-2.7438398705695897
21.0,-15.002530882042233,-0.11533235364286637,-15.010124620486494,-0.04971175020855112
21.5,-15.550462787341083,-0.5228188462567472,-15.55846078404028,-0.4557003575205823
22.0,-8.000419092462064,-0.3603282169302426,-8.008833687118816,-0.29171507343114494
22.5,-16.41979814992571,-1.6218453890064841,-16.42864182337827,-1.5517408372257568
23.0,-11.158302340047275,-0.11219969858801918,-11.167587715012395,-0.040607000971632376
23.5,-14.048016304337189,2.8726652718272474,-14.057756146152178,2.9457428368463825
24.0,-13.989265515166627,0.3282745975764332,-13.999472732530485,0.40283373555620394
24.5,-12.205626278087777,1.4385777637365509,-12.216313923801444,1.5146151642033805
25.0,-12.867295909528034,-2.257184819284085,-12.878477181233672,-2.179672482857504
25.5,-21.050931810952083,1.2987109769955891,-21.062620051871455,1.377694906778611
26.0,-13.598140416259044,-2.2737956351713895,-13.61034911593084,-2.193343470733531
26.5,-18.245961690893438,-2.649824389469129,-18.25870448590964,-2.5679073651986375
27.0,-10.901524383536923,0.7768006264490179,-10.91481505827809,0.8601791195870051
27.5,-15.327274146624461,0.45362873452218855,-15.341126633993978,0.5384652893972395
28.0,-14.266407803304775,-1.7074771210556885,-14.280836185462,-1.6211859277616996
28.5,-7.99933909870189,-1.2745607696762502,-8.014357607794151,-1.186818377491582
29.0,-11.349399693236064,-1.5352448998952675,-11.365022712129587,-1.4460547645807984
29.5,-15.577084505316154,-2.4442429542793485,-15.593326568325763,-2.353608547851115
30.0,-14.196793428312935,0.24638799812935316,-14.213669221930573,0.3384631873775574
30.5,-18.236727258927857,1.1022889199115005,-18.25425162254989,1.1958013873854614
31.0,-18.9395186350198,0.765689183291547,-18.95770656167311,0.8606354080739067
31.5,-11.208290605749344,0.39359502911660776,-11.227157242816068,0.4899714739440444
32.0,-32.209095941646254,-0.4599396542043217,-32.22865659158738,-0.36213654296397796
32.5,-12.159185739780254,-2.6810873645410633,-12.179455860857711,-2.5818611569118035
33.0,-5.206362927456787,-2.0224810429400857,-5.227358134454395,-1.9218353253608074
33.5,-15.10271054154492,-0.9010122477682136,-15.124446606487808,-0.7989506231158845
34.0,-9.825926123347488,2.6585915944047733,-9.848418976220241,2.7620655067918305
34.5,-13.809258630536958,-1.271639169266961,-13.832524360000297,-1.166756604968245
35.0,-12.554274787870938,0.4256898229210932,-12.578329641976964,0.5319773868001408
35.5,-9.933457902990693,-0.012479682796048485,-9.958318289896713,0.09520921180010072
36.0,-8.78678318895849,0.8654947588675853,-8.812465677639324,0.9745812987619369
36.5,-8.16038450998257,-1.165593260883113,-8.18690583094139,-1.0551127776890425
37.0,-16.757828481123063,0.48777944248685123,-16.785205527100683,0.5996501503785193
37.5,-11.092216628872116,-0.13082801565247854,-11.120466455554714,-0.017570818293185325
38.0,-31.530278529487997,2.408952841462343,-31.559418356213413,2.5235927764070696
38.5,-9.223559480271701,0.028890288290409405,-9.253606690733735,0.14490919226163199
39.0,-19.836437815837286,-2.0160209828914692,-19.867409958789047,-1.8986268951541598
39.5,-11.882401456161835,-2.7854530010917578,-11.914316246116845,-2.6666875315751155
40.0,-18.807650808783546,2.6751265100179937,-18.840526126715485,2.7952595425757853
40.5,-13.55942568154521,0.3713444299209989,-13.5932795755859,0.4928411900050598
41.0,-13.976670948444996,-0.21104134700466268,-14.011521634580745,-0.08818471171137932
41.5,-19.2497872821332,1.8801119517172555,-19.285653144899367,2.0043245930748648
42.0,-12.134264660745869,-0.29454336667724434,-12.171164253919667,-0.1689786052539489
42.5,-10.603277678554868,-3.057108481635342,-10.641229725846514,-2.930195503024866
43.0,-15.746587923953667,-2.7905552831299874,-15.785611319695638,-2.662298007117052
43.5,-3.962156689883438,-2.5525091493669305,-4.002270499717978,-2.4229115126690592
44.0,-14.078090854843436,-2.479541153903079,-14.119314316408225,-2.3486071101974355
