Frequency,Magnitude_dB,Phase_rad,FlippedBand,Channel,Compensated
0.0,37.266193,-0.0,False,right,True
1.0,37.48075,1.077847,False,right,True
2.0,30.138344,-1.0141714,False,right,True
3.0,40.877235,0.55632716,False,right,True
4.0,36.10574,-1.2525271,False,right,True
5.0,38.408993,0.3463462,False,right,True
6.0,37.71912,-3.0749683,False,right,True
7.0,30.876532,2.063084,False,right,True
8.0,34.578255,2.8759618,False,right,True
9.0,38.51152,0.41801873,False,right,True
10.0,35.38492,-2.6067522,False,right,True
11.0,36.154457,0.19311686,False,right,True
12.0,36.25513,1.6523453,False,right,True
13.0,25.001982,-1.2292105,False,right,True
14.0,33.599255,1.5376501,False,right,True
15.0,36.23238,-1.3878895,False,right,True
16.0,39.70729,0.3498578,False,right,True
17.0,20.813314,0.76475763,False,right,True
18.0,39.97537,-2.0725858,False,right,True
19.0,36.223236,2.6275072,False,right,True
20.0,31.875229,-0.58699703,False,right,True
21.0,25.805351,2.6328382,False,right,True
22.0,34.374336,0.8051477,False,right,True
23.0,39.98554,0.53251684,False,right,True
24.0,36.508926,-0.12045435,False,right,True
25.0,28.421621,-0.5864398,False,right,True
26.0,29.871653,-1.7635788,False,right,True
27.0,34.132103,2.7396927,False,right,True
28.0,19.710924,0.16914487,False,right,True
29.0,32.62551,3.001521,False,right,True
30.0,36.07496,-2.0275252,False,right,True
31.0,33.888165,-1.2688558,False,right,True
32.0,25.26714,-2.5294945,False,right,True
33.0,38.849617,-1.8548396,False,right,True
34.0,44.212017,-2.526243,False,right,True
35.0,37.295765,2.3936872,False,right,True
36.0,24.553143,2.816091,False,right,True
37.0,29.926245,1.8255483,False,right,True
38.0,37.85831,2.474657,False,right,True
39.0,42.05462,1.7249814,False,right,True
40.0,30.2983,0.45563546,False,right,True
41.0,38.6884,0.16726454,False,right,True
42.0,31.3144,-2.306846,False,right,True
43.0,32.1994,-2.9403627,False,right,True
44.0,33.2582,-1.3053402,False,right,True
45.0,32.53669,0.9078238,False,right,True
46.0,32.479435,1.8161365,False,right,True
47.0,33.733467,-0.07939145,False,right,True
48.0,40.15641,-0.055807218,False,right,True
49.0,35.787342,1.9908224,False,right,True
50.0,25.204515,1.6846509,False,right,True
51.0,42.782345,2.7605553,False,right,True
52.0,27.350533,-2.3870022,False,right,True
53.0,37.876648,-2.4713395,False,right,True
54.0,34.95686,-1.3586953,False,right,True
55.0,36.98971,-1.0201573,False,right,True
56.0,37.855934,-0.5968966,False,right,True
57.0,27.430664,-3.0799239,False,right,True
58.0,27.069088,-0.1933433,False,right,True
59.0,33.446583,1.8001661,False,right,True
60.0,38.57105,-0.45368993,False,right,True
61.0,37.29922,0.7403479,False,right,True
62.0,38.02429,0.1528601,False,right,True
63.0,33.620903,-0.7994853,False,right,True
64.0,35.95194,-2.68595,False,right,True
65.0,31.681,-2.3535702,False,right,True
66.0,39.634842,1.3090957,False,right,True
67.0,31.072672,2.4352226,False,right,True
68.0,38.249252,2.1108367,False,right,True
