Frequency_Hz,Left_Mag_dBFS,Left_Phase_rad,Right_Mag_dBFS,Right_Phase_rad
0.0,-6.758280769219528,3.141592653589793,-6.758280769219526,3.141592653589793
1.0,-7.422292995333523,-1.5579387029549356,-7.422292995333526,-1.5542343306649886
2.0,-8.248976601666158,3.0944624626121913,-8.248976601666158,3.1018712071920858
3.0,-11.319744355484913,1.7288814855003352,-11.319744355484913,1.7399946023701776
4.0,-18.058468159683688,1.3413199739288975,-18.058468159683688,1.356137463088686
5.0,-7.015339684203672,-2.3147923864707427,-7.015339684203671,-2.296270525021007
6.0,-12.200329016641946,-0.23060781544761255,-12.200329016641948,-0.20838158170792995
7.0,-12.701909864856027,-0.9299007608537913,-12.70190986485602,-0.9039701548241611
8.0,-8.485296291951117,1.0538785015556664,-8.485296291951116,1.0835134798752442
9.0,-3.976241902658211,1.73278541178982,-3.976241902658211,1.7661247623993441
10.0,-7.34307322037851,-2.629962773594958,-7.343073220378513,-2.5929190506954862
11.0,-15.627626438859494,-2.1695027558815174,-15.627626438859487,-2.128754660692098
12.0,-10.304591080625121,2.4771154917856495,-10.304591080625123,2.521567959265015
13.0,-7.846446383833374,2.3264585205138015,-7.8464463838333725,2.3746153602831144
14.0,-10.484757817591161,2.6075945990560943,-10.48475781759116,2.659455811115354
15.0,-9.923428825403938,-0.03577717082724788,-9.923428825403937,0.019788413521959716
16.0,-12.476533358213821,-2.2367550342910363,-12.476533358213818,-2.1774850776518817
17.0,-16.781522296895496,-0.24216934637767293,-16.781522296895485,-0.17919501744857091
18.0,-32.057996655172246,-0.3147995722066642,-32.05799665517219,-0.2481208709876178
19.0,-9.830919648530463,-3.056586302599123,-9.830919648530468,-2.9862032290901275
20.0,-14.408903561064786,-2.3564935645609153,-14.408903561064783,-2.2824061187619713
21.0,-21.24822980545688,2.5158707905193234,-21.24822980545687,2.593662608608214
22.0,-10.34462418040845,-2.9851469167725337,-10.344624180408456,-2.903650726393696
23.0,-9.582837202402436,0.869118431671142,-9.582837202402434,0.9543189943399264
24.0,-9.802823002671651,0.7903977169623363,-9.802823002671651,0.8793026519210677
25.0,-5.994780361440155,0.9764150768393265,-5.994780361440153,1.069024384088005
26.0,-13.666413017650456,-0.216821376140769,-13.666413017650461,-0.12050769660214344
27.0,-6.619446076083653,-1.3162358076543372,-6.619446076083653,-1.2162177558257645
28.0,-13.480516420151694,2.711813019370744,-13.480516420151696,2.815535443489264
29.0,-17.42246135584154,-3.013591446542798,-17.422461355841538,-2.9061646501343312
30.0,-15.575315064384444,1.7211941911293471,-15.575315064384439,1.8323253598277618
31.0,-4.602268021734763,-0.3944471958373481,-4.602268021734766,-0.27961165484898676
32.0,-11.545462469176718,2.019657652757377,-11.545462469176709,2.1381975660356862
33.0,-14.162594404599258,-1.1826102780118064,-14.162594404599256,-1.0603659924435502
34.0,-11.95505326369262,-2.8090737605936495,-11.95505326369262,-2.683125102735447
35.0,-6.1446615375421585,2.987263940147731,-6.1446615375421585,3.1169169702958808
36.0,-8.252736366087138,-0.4758685475288775,-8.252736366087142,-0.34251114509078007
37.0,-15.092513121799918,-1.8403879065263582,-15.092513121799918,-1.7033261317983133
38.0,-11.651686215011194,-1.8254317287666133,-11.651686215011189,-1.6846655817486216
39.0,-11.058378628484377,1.4136427242516858,-11.05837862848438,1.5581132435596243
40.0,-13.122812785433108,2.740205159749689,-13.1228127854331,2.8883800513475753
41.0,-11.497526483342902,0.06843176755582495,-11.497526483342897,0.22031103144365757
42.0,-27.713320075625724,-0.9064896641601052,-27.71332007562572,-0.7509060279823272
43.0,-11.254042210718032,-2.844878554711338,-11.25404221071803,-2.6855905462436103
44.0,-18.168748412606497,0.6758330865365129,-18.1687484126065,0.8388254672941884
45.0,-13.9780735821547,-1.7613186730671162,-13.978073582154702,-1.5946219200194942
46.0,-13.672770521310467,1.8326516927441203,-13.67277052131046,2.003052818081689
47.0,-8.876193900985193,0.8095995209706516,-8.876193900985193,0.9837050185981676
48.0,-9.786794622123152,3.113305657630181,-9.786794622123152,-2.9920697796319424
49.0,-11.959186926410698,2.889052919612673,-11.959186926410702,3.0705671618200827
50.0,-7.115586450623711,0.5509586570112105,-7.115586450623711,0.7361772715085679
51.0,-15.190217928044277,-1.3645203625281406,-15.190217928044284,-1.1755973757408351
52.0,-9.61207233346281,0.45404214374396573,-9.61207233346281,0.6466695028212176
53.0,-15.293376318543581,-0.8929163138624728,-15.293376318543586,-0.6965845824952749
54.0,-14.428528897440112,1.7243215238797616,-14.428528897440113,1.9243576275369072
55.0,-21.85345057120241,-1.413096665116471,-21.853450571202412,-1.209356189169378
56.0,-13.452186385339926,0.3807795767711325,-13.452186385339926,0.5882244250081727
57.0,-20.0949186887844,0.4848620475788646,-20.094918688784396,0.6960112681058523
58.0,-6.014758508331561,3.052018053586492,-6.0147585083315604,-3.01631366077616
59.0,-14.196487584813461,3.095036222035037,-14.19648758481346,-2.9695911200376686
60.0,-6.468679392244474,-0.9624689723341777,-6.4686793922444705,-0.7402066349373487
61.0,-22.844771059472585,-0.7349077957640114,-22.844771059472574,-0.5089410860772383
62.0,-7.723000064320934,-0.24786740339238839,-7.723000064320936,-0.01819632141566482
63.0,-16.878416754162973,-1.3188817368794312,-16.878416754162973,-1.0855062826127604
64.0,-3.8062875114917274,-0.5203234824266942,-3.8062875114917287,-0.2832436558700767
65.0,-17.569804573446675,-0.5761456850486796,-17.56980457344668,-0.3353614862021159
66.0,-13.567619709242706,2.5997488749277875,-13.56761970924271,2.8442374460642994
67.0,-11.245838034099089,1.156097884080129,-11.245838034099089,1.4042908275065875
68.0,-11.205948018296066,-2.1314697324898844,-11.205948018296068,-1.8795724167734784
69.0,-11.582213751879312,0.17380149215277185,-11.582213751879316,0.4294031801591256
70.0,-6.109711339448727,-2.3902436942088108,-6.1097113394487295,-2.1309376339125103
71.0,-14.465675812123823,3.1069382668171652,-14.46567581212383,-2.9132366077761738
72.0,-9.913575750077847,0.387834462494991,-9.913575750077852,0.6545492673711855
73.0,-20.339713746801394,-2.0410114200692635,-20.339713746801408,-1.7705922429031218
74.0,-8.78539193074577,-1.1652773498094602,-8.785391930745776,-0.8911538003533712
75.0,-15.692194100529111,2.960385284260499,-15.692194100529115,-3.0449721011730504
76.0,-12.72963266404746,-1.604749123332068,-12.72963266404746,-1.323216829296085
77.0,-9.15785646863828,2.4497449821451256,-9.157856468638283,2.7349816484710563
78.0,-8.468966260777815,1.218320131543564,-8.468966260777815,1.5072611701594418
79.0,-10.650875501497158,-0.5693377473772977,-10.650875501497158,-0.2766923364714731
80.0,-15.040095585464126,-1.7443905548946643,-15.040095585464126,-1.4480407716988934
81.0,-15.257256401737395,-0.22453962069474126,-15.257256401737392,0.07551453479097794
82.0,-14.10274732512928,2.735713998047612,-14.10274732512928,3.0394725258232778
83.0,-10.21930829352694,-1.2088280321556437,-10.21930829352694,-0.9013651320900298
84.0,-14.117898393243864,-0.2764207300953268,-14.11789839324387,0.03474654226023401
85.0,-10.075279679402795,-1.1701902138112423,-10.075279679402795,-0.8553185691657349
86.0,-13.686379747322624,1.4871041971379102,-13.686379747322619,1.8056802140733648
87.0,-12.46643843435107,-1.6913035158084306,-12.466438434351074,-1.3690231265830286
88.0,-10.616851062829344,2.8068833295745543,-10.616851062829337,3.1328680910899034
89.0,-8.877409035232999,1.7331243738723086,-8.877409035232999,2.062813507677605
90.0,-17.731298313888182,2.3968037275946563,-17.731298313888182,2.730197233689899
91.0,-7.03016000964701,-1.3755385810662888,-7.03016000964701,-1.0384407026810984
92.0,-11.55000048199733,0.16761236607708221,-11.550000481997326,0.5084146167522202
93.0,-15.447466436477393,2.9993421629837678,-15.447466436477395,-2.939336521230735
94.0,-29.049206803932307,0.5141092527393477,-29.049206803932325,0.8623202479943779
95.0,-6.522359539343889,-0.5872808719631292,-6.522359539343889,-0.23536550441815005
96.0,-10.601492058683387,2.2781801798660686,-10.601492058683391,2.633799919700995
97.0,-10.46879233542024,0.09744972163983612,-10.46879233542024,0.4567738337647095
98.0,-8.579721621158978,-1.0826862568522388,-8.579721621158978,-0.7196577724374187
99.0,-8.814159229098575,2.3078520140589767,-8.814159229098575,2.6745848707637445
100.0,-7.349777908426156,-1.3801694449772133,-7.349777908426156,-1.0097322159824982
101.0,-55.49257300944394,2.206350325305513,-55.49257300944391,2.5804919265900925
102.0,-18.016635050580064,2.329727927060179,-18.016635050580067,2.7075739006347876
103.0,-7.350039237607825,-2.80343341665786,-7.350039237607828,-2.4218830707933034
104.0,-10.856768550051328,-1.561260780270704,-10.856768550051331,-1.1760060621162003
105.0,-11.588790659930005,-0.6089194939649254,-11.588790659930003,-0.21996040352047477
106.0,-7.2485865840137915,-1.7086500579992587,-7.2485865840137915,-1.3159865952648613
107.0,-9.399889138828204,-1.7216769013046607,-9.399889138828204,-1.325309066280316
108.0,-10.63297551761453,0.8210581712197349,-10.632975517614527,1.2211303785340268
109.0,-7.531655924031655,0.20471599500845725,-7.531655924031658,0.6084925746126968
110.0,-18.78324323063096,-1.270211451952482,-18.783243230630955,-0.8627305000582955
111.0,-12.84721570733025,-1.4793925776254842,-12.847215707330248,-1.0682072534413503
112.0,-8.244925927420569,0.6802889531910824,-8.244925927420569,1.0951786496651628
113.0,-9.65643274934768,-2.89916145362115,-9.656432749347681,-2.4805673848571224
114.0,-16.518046914830485,-1.6228896150839933,-16.51804691483049,-1.2005911740300188
115.0,-14.982198412526577,-0.5368537636840477,-14.982198412526582,-0.11085095034012571
116.0,-12.96973743224773,-0.354109654569351,-12.969737432247728,0.07559753106451761
117.0,-8.007526206792281,3.056377409309056,-8.007526206792281,-2.7933963399467143
118.0,-15.283628343581706,1.4140632742053874,-15.283628343581707,1.8511792044191506
119.0,-10.026922208133907,2.326536917224499,-10.026922208133913,2.7673572197282104
120.0,-15.166883760985915,-0.27201753695179526,-15.16688376098591,0.17250713784186286
121.0,-6.2066218015508365,2.375445892356418,-6.206621801550836,2.823674939440023
122.0,-18.93899159982285,1.1712217496817692,-18.938991599822845,1.6231551690553216
123.0,-8.30980107926494,-1.957035241892597,-8.309801079264936,-1.5013974502290979
124.0,-10.564293670752821,-2.991135420775794,-10.564293670752818,-2.5317932568223473
125.0,-9.92578926980599,0.022391464518444162,-9.925789269805987,0.4854380007618383
126.0,-8.171029291249074,-2.57336392282956,-8.171029291249074,-2.106613014296219
127.0,-4.645166588288309,-2.7515360479697386,-4.645166588288311,-2.281080767146451
128.0,-17.45380797788662,-2.7262752120551506,-17.45380797788661,-2.252115558941916
129.0,-8.977509646878367,0.3710154482279306,-8.977509646878369,0.8488794736311127
130.0,-10.149561633952246,-1.8411034752807576,-10.149561633952246,-1.3595350775876283
131.0,-14.217529791572499,2.754879406162901,-14.2175297915725,-3.0430331310336083
132.0,-9.310433554834605,-1.9049392252473147,-9.310433554834606,-1.4159620829742912
133.0,-8.66967387207792,-1.0014050279995357,-8.669673872077922,-0.5087235134365651
134.0,-11.462537543100622,-1.7026870802396556,-11.46253754310063,-1.2063011933867376
135.0,-9.84995864410016,0.8802431396416206,-9.849958644100163,1.3803333987844857
136.0,-10.183184043912409,-2.5211036771375537,-10.183184043912409,-2.017309045704742
137.0,-13.357553270559455,0.9472819470389708,-13.357553270559455,1.4547809507617295
138.0,-5.869045196880612,-0.09515447326265103,-5.869045196880609,0.4160489027500557
139.0,-16.132571428153756,0.9496340823091293,-16.132571428153753,1.464541830611783
140.0,-8.371350394865267,2.9695512372343438,-8.371350394865267,-2.795021949352642
141.0,-19.951141454335087,-2.456002080627106,-19.951141454335097,-1.9336855877445582
142.0,-9.641267420554788,2.0362694878424463,-9.64126742055479,2.5622903530149412
143.0,-12.444280428343024,-1.2558841775682108,-12.444280428343015,-0.7261589401057688
144.0,-9.368042700216009,-0.7551513982376735,-9.368042700216005,-0.2217217884852842
145.0,-8.492313945841891,1.031106072785978,-8.492313945841897,1.5682400548283142
146.0,-16.217739862744768,-0.8440425108067258,-16.217739862744768,-0.30320415647444243
147.0,-11.728594847931099,-0.7461123875170781,-11.728594847931095,-0.2015696608948474
148.0,-7.236272946798895,-0.5938918271352209,-7.236272946798895,-0.04564472822304315
149.0,-11.555321509503793,1.7671182546891557,-11.555321509503791,2.3190697258912807
150.0,-14.298628895098558,0.7120720649440373,-14.298628895098553,1.2677279084361095
151.0,-14.75456498156171,1.2120826688909143,-14.754564981561714,1.7714428846729338
152.0,-12.09628183197513,1.900501848700245,-12.096281831975134,2.4635664367722105
153.0,-21.01919233962555,1.2188354435405315,-21.019192339625548,1.7856044039024432
154.0,-13.881978773307836,0.5028807716864301,-13.881978773307841,1.0733541043382908
155.0,-13.73354090118295,0.19355050815183972,-13.733540901182955,0.767728213093648
156.0,-10.389427426976956,1.1548413016002732,-10.389427426976962,1.7327233788320282
157.0,-10.134139107593201,0.60782803661062,-10.134139107593203,1.1894144861323226
158.0,-9.610776372086582,-1.315227929818698,-9.610776372086582,-0.729937108007049
159.0,-11.788438811411632,-1.8269192235587959,-11.788438811411625,-1.2379240294572
160.0,-7.2787680707381135,-1.9020532864096633,-7.278768070738116,-1.3093537200181198
161.0,-9.340847937450388,0.7027420161450338,-9.340847937450391,1.2991459548265252
162.0,-9.762421996944573,2.9600091662606207,-9.762421996944573,-2.7230678299475275
163.0,-13.804301370922724,-0.3806487722430411,-13.80430137092272,0.22316391101834457
164.0,-12.269328245295092,1.8846205787434838,-12.26932824529509,2.4921376342948167
165.0,-10.767015331405116,-2.3013713991347755,-10.76701533140512,-1.690149971293496
166.0,-9.46987721362192,-0.4225446325953753,-9.469877213621924,0.19238116753585183
167.0,-25.83102481598538,-1.6459959770415216,-25.831024815985366,-1.027365804620348
