Frequency_Hz,Left_Mag_dBFS,Left_Phase_rad,Right_Mag_dBFS,Right_Phase_rad
0.0,-27.996266517848877,0.0,-27.996266517848852,0.0
1.0,-5.874677603606142,0.9892171674409896,-5.874677603606146,0.9929215397309363
2.0,-11.48148128694313,-2.8852832825476566,-11.481481286943128,-2.8778745379677617
3.0,-20.99888736661589,0.4409944129817051,-20.998887366615897,0.45210752985154684
4.0,-9.204499686182022,0.897323679440249,-9.20449968618202,0.9121411686000372
5.0,-14.43872124371242,-1.6638334652648261,-14.43872124371242,-1.6453116038150903
6.0,-11.517190103788264,-1.4532836306945982,-11.517190103788264,-1.4310573969549152
7.0,-13.688829407150697,-0.9893237320018332,-13.688829407150697,-0.9633931259722041
8.0,-7.819695431559165,2.55279611870329,-7.819695431559165,2.582431097022867
9.0,-11.828552856370715,2.7407015173189304,-11.828552856370717,2.7740408679284547
10.0,-13.201023165066509,1.4027382803382806,-13.201023165066513,1.439782003237752
11.0,-14.885085605611732,-2.7277666474616096,-14.885085605611735,-2.6870185522721917
12.0,-11.64195639971086,-2.07371720108062,-11.641956399710857,-2.029264733601254
13.0,-13.453789225964597,-0.12790546537809508,-13.45378922596459,-0.07974862560878208
14.0,-15.400461570717706,2.2140073411156274,-15.400461570717708,2.265868553174888
15.0,-8.643086459848439,0.30980786868615207,-8.64308645984844,0.36537345303535934
16.0,-22.19755007022046,-2.1995081985276146,-22.19755007022045,-2.1402382418884582
17.0,-15.615242380565444,0.04509081753932436,-15.615242380565455,0.10806514646842684
18.0,-10.37991928707653,-2.8999552483529274,-10.379919287076527,-2.8332765471338788
19.0,-6.052683426829101,-1.8804470948080756,-6.052683426829101,-1.8100640212990797
20.0,-8.830739314955716,2.7251066438758866,-8.830739314955716,2.7991940896748293
21.0,-12.881411563977752,-1.1285051503123904,-12.881411563977746,-1.0507133322235012
22.0,-13.790124830643462,1.0662093747223698,-13.790124830643464,1.147705565101207
23.0,-23.212892815329234,-3.0829762249731525,-23.21289281532922,-2.9977756623043668
24.0,-20.543072973507694,-0.7338834114475994,-20.543072973507705,-0.6449784764888682
