Frequency_Hz,Magnitude_dBFS,Phase_rad
0.0,-10.51297011357253,0.0
1.0,-13.211986472689238,-0.5317395910852184
2.0,-12.26834131515485,1.562871715758811
3.0,-20.531249512521992,-1.2194691209989013
4.0,-9.380696850621694,0.7782573750027687
5.0,-5.861358174151825,-1.9911972594421874
6.0,-7.117268868038543,-0.7649818749349981
7.0,-9.0273836966541,-0.4648614413280221
8.0,-3.343873065114747,-2.4797836970250553
9.0,-5.535398037681853,-2.8804070043327528
10.0,-26.178726144784846,2.422832897737771
11.0,-28.050921594722958,1.2043456344870365
12.0,-10.189757309697079,1.822049348722803
13.0,-8.805106891838074,2.6953143554089096
14.0,-11.324459724765834,1.5810406343345547
15.0,-6.118888749251613,-1.4596480423436515
16.0,-12.26971175049512,-2.8085931051573976
17.0,-14.747394642072214,-1.395344154265205
18.0,-17.205848149701357,-2.2320894552238895
19.0,-10.49593346773645,-2.027970536812707
20.0,-1.6552891570062038,2.134042383187641
21.0,-4.880239719118084,2.3773737028276805
22.0,-6.930458024867007,2.224435061856698
23.0,-10.042876979317622,0.5188896597850433
24.0,-16.55125473054979,-0.435951767935868
25.0,-10.014798154106598,-0.2156905112287614
26.0,-11.615301151908087,-1.3989689170459019
27.0,-14.802918117610487,-1.458097012775928
28.0,-4.4195421270840605,-1.1680485822973306
29.0,-10.969851169445262,0.2030152253847746
30.0,-10.628695542846831,0.3402877060650204
31.0,-14.242289330363265,3.0944828903431127
32.0,-16.860754074411727,-1.3054854368706128
33.0,-13.2670723574639,1.4735373661197884
34.0,-16.483424495575896,-2.072422439896034
35.0,-13.70590575232887,2.9501172032052505
36.0,-4.365020513175259,2.019129688431784
37.0,-7.588511939880071,0.18600876081859655
38.0,-7.7294804611412795,-0.39783249701991724
39.0,-32.595493405242436,-0.14848370219938642
40.0,-3.1529477050608037,2.8089999928462337
41.0,-17.836752559745904,-2.1937023250831946
42.0,-6.336483863682135,2.3171692491243756
43.0,-8.060252946211714,0.8953684758468292
44.0,-9.634261910891444,-0.6606292329463873
45.0,-22.13763467741998,0.5514272112342425
46.0,-17.116132344423264,2.998956260556084
47.0,-13.662210254314981,-2.956686530917823
48.0,-10.306228082881251,-1.9736558400329036
49.0,-12.89304870825094,2.3118549562096287
50.0,-6.01032779413342,1.8050533052010544
51.0,-11.869600153859832,-0.3048265164502716
52.0,-10.201616499353596,-1.3744191196931543
53.0,-9.308963766054584,-0.33514447486266297
54.0,-5.7136650561684545,-1.4449931799408107
55.0,-8.503739595000384,-0.5615177501254156
56.0,-4.73536973629927,-0.6948524974161852
57.0,-11.389305915424547,0.41684724761078507
58.0,-11.041565901834767,0.056062030224432575
59.0,-6.501321604131771,-0.09636257004830576
60.0,-19.380077212495802,1.9199198547513125
61.0,-17.2031360568645,0.8000929297200323
62.0,-13.618943552093567,0.830982279822488
63.0,-9.122329282025014,-1.6988937647584534
64.0,-18.969813280429594,0.33257449727374877
65.0,-13.687270920463796,0.1390844727787537
66.0,-10.007233469437642,1.7481730777565034
67.0,-19.753669696966124,2.0669043639188955
68.0,-10.156778858702182,-0.9656394602944678
69.0,-12.756879610776808,1.0521998969503228
70.0,-8.438408913673857,-2.2198123829198098
71.0,-20.1680252756706,-1.5715322052695202
72.0,-7.00784601109352,0.45941716927052695
73.0,-8.996079637070784,0.884277700637794
74.0,-17.75536207701959,0.002798596154510449
75.0,-27.27608808996517,0.2035365908413623
76.0,-9.950794898115056,-0.5997732790845768
77.0,-9.457139262460487,2.336658663815051
78.0,-30.49036087933175,-2.4757016501460742
79.0,-11.024093687586845,-2.8784873388323104
80.0,-7.227667932650268,-2.8551830436089825
81.0,-14.582846924420096,1.1033284386977766
82.0,-13.080627285051275,2.0848919902082037
83.0,-11.25754149607163,2.2088754021276955
84.0,-8.360431308446145,2.7826208114306636
85.0,-11.288713045070878,1.081115092151873
86.0,-5.678831182413397,-2.325810105508563
87.0,-23.219448927355867,-0.7721247442674022
88.0,-11.948873032535376,-3.005094415426652
89.0,-9.582160773697245,-2.7250531984696225
90.0,-18.356355482869738,1.2462903394064195
91.0,-10.027434666144314,-1.8304720804891728
92.0,-11.530884069470556,2.4949535401113936
93.0,-6.456792584666396,-1.0343606144513209
94.0,-13.522372780113674,2.6535296192429687
95.0,-11.800149775421216,0.14814636833214143
96.0,-0.6565807443935296,-1.514817832919539
97.0,-10.80684565416565,0.3012996362574688
98.0,-17.190398204639298,-0.39826529137044087
99.0,-11.27242275952058,-0.3736166876580966
100.0,-12.593759886326708,1.6644767938230727
101.0,-5.751909180829945,0.751878699396729
102.0,-17.293485961131147,2.2579787956791733
103.0,-2.7438576732445066,-2.5755335054226682
104.0,-7.56924259476917,1.1063640352619426
105.0,-7.288234709464715,-1.8950434148843955
106.0,-15.012505060318034,2.3488961276937057
107.0,-8.954154146681937,0.9240942817299282
108.0,-5.63542942137445,-1.531019428043078
109.0,-8.702823689860613,-0.010077419827410304
110.0,-14.904559205530747,-2.179029833279468
111.0,-8.933916094064333,-2.6319328209027186
112.0,-21.30140029206096,0.8291895953797606
113.0,-6.397533344362312,-1.4221184560344902
114.0,-29.005919585834384,0.14217349801309861
115.0,-21.923100225297027,-1.1781714892200406
116.0,-27.882229667130858,-2.90414683673365
117.0,-7.26193409678061,-1.144838625466124
118.0,-11.365934786394881,1.8200535289117206
119.0,-15.88429432346157,-2.0396012146707108
120.0,-8.53065320275292,1.75473915107504
121.0,-15.961348566647079,1.1917373635924677
122.0,-11.266846859041097,-1.1857324752548384
123.0,-19.091917887620056,0.17068167792611333
124.0,-6.546340211028712,-0.061615431450481754
