Frequency,Magnitude_dB,Phase_rad,FlippedBand,Channel,Compensated
0.0,-3.0757623,-0.0,False,left,True
1.0,1.5649655,2.7387626,False,left,True
2.0,-8.261621,-1.906292,False,left,True
3.0,-3.4730277,2.0006301,False,left,True
4.0,-3.110286,-2.0734963,False,left,True
5.0,1.0558693,1.178138,False,left,True
6.0,-9.287968,-1.8381994,False,left,True
7.0,-5.904756,-0.9182665,False,left,True
8.0,-1.0162281,-1.7852631,False,left,True
9.0,-17.786314,-0.8997614,False,left,True
10.0,-4.2308564,1.3290212,False,left,True
11.0,-5.945225,0.8025078,False,left,True
12.0,-1.1513945,2.72064,False,left,True
13.0,0.5229781,0.5358265,False,left,True
14.0,-1.4858447,-1.0980929,False,left,True
15.0,-12.20809,1.9989755,False,left,True
16.0,-4.339962,0.7599109,False,left,True
17.0,-3.007565,0.6750344,False,left,True
18.0,1.3397617,-2.8082762,False,left,True
19.0,-21.178436,-0.83208454,False,left,True
20.0,-4.9936275,2.6541083,False,left,True
21.0,-7.967949,1.5622385,False,left,True
22.0,-12.155839,-1.4844506,False,left,True
23.0,-1.0104063,-3.0146737,False,left,True
24.0,-5.83914,0.4621515,False,left,True
25.0,-4.1804514,0.40859476,False,left,True
26.0,-4.4382777,1.4689944,False,left,True
27.0,-12.044439,0.73398066,False,left,True
28.0,-5.6612973,-2.1158996,False,left,True
29.0,0.25420153,-0.7674427,False,left,True
30.0,-10.5599985,2.633289,False,left,True
31.0,-10.51029,1.0765309,False,left,True
32.0,-2.4013698,3.0743172,False,left,True
33.0,1.2593557,1.9630209,False,left,True
34.0,-31.040882,2.0614388,False,left,True
35.0,-12.143226,2.6414926,False,left,True
36.0,-15.309431,1.0048214,False,left,True
37.0,-2.7495465,0.61570853,False,left,True
38.0,-9.870633,-3.0169094,False,left,True
39.0,-4.8312125,1.7819929,False,left,True
40.0,-5.7845335,-0.4688902,False,left,True
41.0,-1.6989118,1.0607178,False,left,True
42.0,-1.7299132,2.099522,False,left,True
43.0,-10.061207,1.3926249,False,left,True
44.0,-7.91234,1.9781369,False,left,True
45.0,-4.864065,2.0681531,False,left,True
46.0,-1.1743886,-1.2824148,False,left,True
47.0,-3.1871424,-1.5755311,False,left,True
48.0,0.09558466,1.8728379,False,left,True
49.0,-9.751654,2.8006978,False,left,True
50.0,-1.3615017,0.82372516,False,left,True
51.0,-0.1928652,-0.5015795,False,left,True
52.0,0.82758373,0.6952402,False,left,True
53.0,0.2288341,1.1690061,False,left,True
54.0,-1.3810596,2.5385199,False,left,True
55.0,-3.7374842,-2.516449,False,left,True
56.0,-8.427399,2.0877318,False,left,True
57.0,1.8112426,-3.0508788,False,left,True
58.0,-6.9068832,0.43965957,False,left,True
59.0,-9.704353,-2.3389328,False,left,True
60.0,-4.896549,0.19698875,False,left,True
61.0,-0.42528152,-1.5895461,False,left,True
62.0,3.4779124,2.4096706,False,left,True
63.0,0.5707412,2.6585896,False,left,True
64.0,-1.5603286,-2.5790844,False,left,True
65.0,-6.47454,1.6263368,False,left,True
66.0,-1.0103213,0.4025662,False,left,True
67.0,-12.344517,2.3650322,False,left,True
68.0,-9.657379,0.3625159,False,left,True
69.0,0.59538996,-1.603502,False,left,True
70.0,-1.411352,1.8216811,False,left,True
71.0,2.8008337,-1.5759292,False,left,True
72.0,-3.0484452,0.13108422,False,left,True
73.0,-6.4197454,-2.5168457,False,left,True
74.0,-10.656501,0.27850404,False,left,True
75.0,-4.010503,-0.691222,False,left,True
76.0,-5.007245,-0.7614895,False,left,True
77.0,-17.5407,2.664942,False,left,True
78.0,-15.123592,0.69208544,False,left,True
79.0,0.8764473,-2.266405,False,left,True
80.0,-11.18487,-0.3749491,False,left,True
81.0,-11.073686,1.6162714,False,left,True
82.0,-8.851162,-1.247523,False,left,True
83.0,-8.385501,0.9592372,False,left,True
84.0,-1.4705901,2.546454,False,left,True
85.0,-2.8338466,-0.66592073,False,left,True
86.0,3.199885,-1.3298306,False,left,True
87.0,-4.8144803,0.70698947,False,left,True
