Frequency (Hz),Window1 Gain,Window2 Gain
11471.0,0.0,0.0
11471.5,0.0,0.0
11472.0,0.0,0.0
11472.5,0.0,0.0
11473.0,0.0,0.0
11473.5,0.0,0.0
11474.0,0.0,0.0
11474.5,0.0,0.0
11475.0,0.0,0.0
11475.5,0.0,0.0
11476.0,0.0,0.0
11476.5,0.0,0.0
11477.0,0.0,0.0
11477.5,0.0,0.0
11478.0,0.0,0.0
11478.5,0.0,0.0
11479.0,0.0,0.0
11479.5,0.0,0.0
11480.0,0.0,0.0
11480.5,0.0,0.0
11481.0,0.0,0.0
11481.5,0.0,0.0
11482.0,0.0,0.0
11482.5,0.0,0.0
11483.0,0.0,0.0
11483.5,0.0,0.0
11484.0,0.0,0.0
11484.5,0.0,0.0
11485.0,0.0,0.0
11485.5,0.0,0.0
11486.0,0.0,0.0
11486.5,0.0,0.0
11487.0,0.0,0.0
11487.5,0.0,0.0
11488.0,0.0,0.0
11488.5,0.0,0.0
11489.0,0.0,0.0
11489.5,0.0,0.0
11490.0,0.0,0.0
11490.5,0.0,0.0
11491.0,0.0,0.0
11491.5,0.0,0.0
11492.0,0.0,0.0
11492.5,0.0,0.0
11493.0,0.0,0.0
11493.5,0.0,0.0
11494.0,0.0,0.0
11494.5,0.0,0.0
11495.0,0.0,0.0
11495.5,0.0,0.0
11496.0,0.0,0.0
11496.5,0.0,0.0
11497.0,0.0,0.0
11497.5,0.0,0.0
11498.0,0.0,0.0
11498.5,0.0,0.0
11499.0,0.0,0.0
11499.5,0.0,0.0
11500.0,0.0,0.0
11500.5,0.0,0.0
11501.0,0.0,0.0
11501.5,0.0,0.0
11502.0,0.0,0.0
11502.5,0.0,0.0
11503.0,0.0,0.0
11503.5,0.0,0.0
11504.0,0.0,0.0
11504.5,0.0,0.0
11505.0,0.0,0.0
11505.5,0.0,0.0
11506.0,0.0,0.0
11506.5,0.0,0.0
11507.0,0.0,0.0
11507.5,0.0,0.0
11508.0,0.0,0.0
11508.5,0.0,0.0
11509.0,0.0,0.0
11509.5,0.0,0.0
11510.0,0.0,0.0
11510.5,0.0,0.0
11511.0,0.0,0.0
11511.5,0.0,0.0
11512.0,0.0,0.0
11512.5,0.0,0.0
11513.0,0.0,0.0
11513.5,0.0,0.0
11514.0,0.0,0.0
11514.5,0.0,0.0
11515.0,0.0,0.0
11515.5,0.0,0.0
11516.0,0.0,0.0
11516.5,0.0,0.0
11517.0,0.0,0.0
11517.5,0.0,0.0
11518.0,0.0,0.0
11518.5,0.0,0.0
11519.0,0.0,0.0
11519.5,0.0,0.0
11520.0,0.0,0.0
11520.5,0.0,0.0
11521.0,0.0,0.0
11521.5,0.0,0.0
11522.0,0.0,0.0
11522.5,0.0,0.0
11523.0,0.0,0.0
11523.5,0.0,0.0
11524.0,0.0,0.0
11524.5,0.0,0.0
11525.0,0.0,0.0
11525.5,0.0,0.0
11526.0,0.0,0.0
11526.5,0.0,0.0
11527.0,0.0,0.0
11527.5,0.0,0.0
11528.0,0.0,0.0
11528.5,0.0,0.0
11529.0,0.0,0.0
11529.5,0.0,0.0
11530.0,0.0,0.0
11530.5,0.0,0.0
11531.0,0.0,0.0
11531.5,0.0,0.0
11532.0,0.0,0.0
11532.5,0.0,0.0
11533.0,0.0,0.0
11533.5,0.0,0.0
11534.0,0.0,0.0
11534.5,0.0,0.0
11535.0,0.0,0.0
11535.5,0.0,0.0
11536.0,0.0,0.0
11536.5,0.0,0.0
11537.0,0.0,0.0
11537.5,0.0,0.0
11538.0,0.0,0.0
11538.5,0.0,0.0
11539.0,0.0,0.0
11539.5,0.0,0.0
11540.0,0.0,0.0
11540.5,0.0,0.0
11541.0,0.0,0.0
11541.5,0.0,0.0
11542.0,0.0,0.0
11542.5,0.0,0.0
11543.0,0.0,0.0
11543.5,0.0,0.0
11544.0,0.0,0.0
11544.5,0.0,0.0
11545.0,0.0,0.0
11545.5,0.0,0.0
11546.0,0.0,0.0
11546.5,0.0,0.0
11547.0,0.0,0.0
11547.5,0.0,0.0
11548.0,0.0,0.0
11548.5,0.0,0.0
11549.0,0.0,0.0
11549.5,0.0,0.0
11550.0,0.0,0.0
11550.5,0.0,0.0
11551.0,0.0,0.0
11551.5,0.0,0.0
11552.0,0.0,0.0
11552.5,0.0,0.0
11553.0,0.0,0.0
11553.5,0.0,0.0
11554.0,0.0,0.0
11554.5,0.0,0.0
11555.0,0.0,0.0
11555.5,0.0,0.0
11556.0,0.0,0.0
11556.5,0.0,0.0
11557.0,0.0,0.0
11557.5,0.0,0.0
11558.0,0.0,0.0
11558.5,0.0,0.0
11559.0,0.0,0.0
11559.5,0.0,0.0
11560.0,0.0,0.0
11560.5,0.0,0.0
11561.0,0.0,0.0
11561.5,0.0,0.0
11562.0,0.0,0.0
11562.5,0.0,0.0
11563.0,0.0,0.0
11563.5,0.0,0.0
11564.0,0.0,0.0
11564.5,0.0,0.0
11565.0,0.0,0.0
11565.5,0.0,0.0
11566.0,0.0,0.0
11566.5,0.0,0.0
11567.0,0.0,0.0
11567.5,0.0,0.0
11568.0,0.0,0.0
11568.5,0.0,0.0
11569.0,0.0,0.0
11569.5,0.0,0.0
11570.0,0.0,0.0
11570.5,0.0,0.0
11571.0,0.0,0.0
11571.5,0.0,0.0
11572.0,0.0,0.0
11572.5,0.0,0.0
11573.0,0.0,0.0
11573.5,0.0,0.0
11574.0,0.0,0.0
11574.5,0.0,0.0
11575.0,0.0,0.0
11575.5,0.0,0.0
11576.0,0.0,0.0
11576.5,0.0,0.0
11577.0,0.0,0.0
11577.5,0.0,0.0
11578.0,0.0,0.0
11578.5,0.0,0.0
11579.0,0.0,0.0
11579.5,0.0,0.0
11580.0,0.0,0.0
11580.5,0.0,0.0
11581.0,0.0,0.0
11581.5,0.0,0.0
11582.0,0.0,0.0
11582.5,0.0,0.0
11583.0,0.0,0.0
11583.5,0.0,0.0
11584.0,0.0,0.0
11584.5,0.0,0.0
11585.0,0.0,0.0
11585.5,0.0,0.0
11586.0,0.0,0.0
11586.5,0.0,0.0
11587.0,0.0,0.0
11587.5,0.0,0.0
11588.0,0.0,0.0
11588.5,0.0,0.0
11589.0,0.0,0.0
11589.5,0.0,0.0
11590.0,0.0,0.0
11590.5,0.0,0.0
11591.0,0.0,0.0
11591.5,0.0,0.0
11592.0,0.0,0.0
11592.5,0.0,0.0
11593.0,0.0,0.0
11593.5,0.0,0.0
11594.0,0.0,0.0
11594.5,0.0,0.0
11595.0,0.0,0.0
11595.5,0.0,0.0
11596.0,0.0,0.0
11596.5,0.0,0.0
11597.0,0.0,0.0
11597.5,0.0,0.0
11598.0,0.0,0.0
11598.5,0.0,0.0
11599.0,0.0,0.0
11599.5,0.0,0.0
11600.0,0.0,0.0
11600.5,0.0,0.0
11601.0,0.0,0.0
11601.5,0.0,0.0
11602.0,0.0,0.0
11602.5,0.0,0.0
11603.0,0.0,0.0
11603.5,0.0,0.0
11604.0,0.0,0.0
11604.5,0.0,0.0
11605.0,0.0,0.0
11605.5,0.0,0.0
11606.0,0.0,0.0
11606.5,0.0,0.0
11607.0,0.0,0.0
11607.5,0.0,0.0
11608.0,0.0,0.0
11608.5,0.0,0.0
11609.0,0.0,0.0
11609.5,0.0,0.0
11610.0,0.0,0.0
11610.5,0.0,0.0
11611.0,0.0,0.0
11611.5,0.0,0.0
11612.0,0.0,0.0
11612.5,0.0,0.0
11613.0,0.0,0.0
11613.5,0.0,0.0
11614.0,0.0,0.0
11614.5,0.0,0.0
11615.0,0.0,0.0
11615.5,0.0,0.0
11616.0,0.0,0.0
11616.5,0.0,0.0
11617.0,0.0,0.0
11617.5,0.0,0.0
11618.0,0.0,0.0
11618.5,0.0,0.0
11619.0,0.0,0.0
11619.5,0.0,0.0
11620.0,0.0,0.0
11620.5,0.0,0.0
11621.0,0.0,0.0
11621.5,0.0,0.0
11622.0,0.0,0.0
11622.5,0.0,0.0
11623.0,0.0,0.0
11623.5,0.0,0.0
11624.0,0.0,0.0
11624.5,0.0,0.0
11625.0,0.0,0.0
11625.5,0.0,0.0
11626.0,0.0,0.0
11626.5,0.0,0.0
11627.0,0.0,0.0
11627.5,0.0,0.0
11628.0,0.0,0.0
11628.5,0.0,0.0
11629.0,0.0,0.0
11629.5,0.0,0.0
11630.0,0.0,0.0
11630.5,0.0,0.0
11631.0,0.0,0.0
11631.5,0.0,0.0
11632.0,0.0,0.0
11632.5,0.0,0.0
11633.0,0.0,0.0
11633.5,0.0,0.0
11634.0,0.0,0.0
11634.5,0.0,0.0
11635.0,0.0,0.0
11635.5,0.0,0.0
11636.0,0.0,0.0
11636.5,0.0,0.0
11637.0,0.0,0.0
11637.5,0.0,0.0
11638.0,0.0,0.0
11638.5,0.0,0.0
11639.0,0.0,0.0
11639.5,0.0,0.0
11640.0,0.0,0.0
11640.5,0.0,0.0
11641.0,0.0,0.0
11641.5,0.0,0.0
11642.0,0.0,0.0
11642.5,0.0,0.0
11643.0,0.0,0.0
11643.5,0.0,0.0
11644.0,0.0,0.0
11644.5,0.0,0.0
11645.0,0.0,0.0
11645.5,0.0,0.0
11646.0,0.0,0.0
11646.5,0.0,0.0
11647.0,0.0,0.0
11647.5,0.0,0.0
11648.0,0.0,0.0
11648.5,0.0,0.0
11649.0,0.0,0.0
11649.5,0.0,0.0
11650.0,0.0,0.0
11650.5,0.0,0.0
11651.0,0.0,0.0
11651.5,0.0,0.0
11652.0,0.0,0.0
11652.5,0.0,0.0
11653.0,0.0,0.0
11653.5,0.0,0.0
11654.0,0.0,0.0
11654.5,0.0,0.0
11655.0,0.0,0.0
11655.5,0.0,0.0
11656.0,0.0,0.0
11656.5,0.0,0.0
11657.0,0.0,0.0
11657.5,0.0,0.0
11658.0,0.0,0.0
11658.5,0.0,0.0
11659.0,0.0,0.0
11659.5,0.0,0.0
11660.0,0.0,0.0
11660.5,0.0,0.0
11661.0,0.0,0.0
11661.5,0.0,0.0
11662.0,0.0,0.0
11662.5,0.0,0.0
11663.0,0.0,0.0
11663.5,0.0,0.0
11664.0,0.0,0.0
11664.5,0.0,0.0
11665.0,0.0,0.0
11665.5,0.0,0.0
11666.0,0.0,0.0
11666.5,0.0,0.0
11667.0,0.0,0.0
11667.5,0.0,0.0
11668.0,0.0,0.0
11668.5,0.0,0.0
11669.0,0.0,0.0
11669.5,0.0,0.0
11670.0,0.0,0.0
11670.5,0.0,0.0
11671.0,0.0,0.0
11671.5,0.0,0.0
11672.0,0.0,0.0
11672.5,0.0,0.0
11673.0,0.0,0.0
11673.5,0.0,0.0
11674.0,0.0,0.0
11674.5,0.0,0.0
11675.0,0.0,0.0
11675.5,0.0,0.0
11676.0,0.0,0.0
11676.5,0.0,0.0
11677.0,0.0,0.0
11677.5,0.0,0.0
11678.0,0.0,0.0
11678.5,0.0,0.0
11679.0,0.0,0.0
11679.5,0.0,0.0
11680.0,0.0,0.0
11680.5,0.0,0.0
11681.0,0.0,0.0
11681.5,0.0,0.0
11682.0,0.0,0.0
11682.5,0.0,0.0
11683.0,0.0,0.0
11683.5,0.0,0.0
11684.0,0.0,0.0
11684.5,0.0,0.0
11685.0,0.0,0.0
11685.5,0.0,0.0
11686.0,0.0,0.0
11686.5,0.0,0.0
11687.0,0.0,0.0
11687.5,0.0,0.0
11688.0,0.0,0.0
11688.5,0.0,0.0
11689.0,0.0,0.0
11689.5,0.0,0.0
11690.0,0.0,0.0
11690.5,0.0,0.0
11691.0,0.0,0.0
11691.5,0.0,0.0
11692.0,0.0,0.0
11692.5,0.0,0.0
11693.0,0.0,0.0
11693.5,0.0,0.0
11694.0,0.0,0.0
11694.5,0.0,0.0
11695.0,0.0,0.0
11695.5,0.0,0.0
11696.0,0.0,0.0
11696.5,0.0,0.0
11697.0,0.0,0.0
11697.5,0.0,0.0
11698.0,0.0,0.0
11698.5,0.0,0.0
11699.0,0.0,0.0
11699.5,0.0,0.0
11700.0,0.0,0.0
11700.5,0.0,0.0
11701.0,0.0,0.0
11701.5,0.0,0.0
11702.0,0.0,0.0
11702.5,0.0,0.0
11703.0,0.0,0.0
11703.5,0.0,0.0
11704.0,0.0,0.0
11704.5,0.0,0.0
11705.0,0.0,0.0
11705.5,0.0,0.0
11706.0,0.0,0.0
11706.5,0.0,0.0
11707.0,0.0,0.0
11707.5,0.0,0.0
11708.0,0.0,0.0
11708.5,0.0,0.0
11709.0,0.0,0.0
11709.5,0.0,0.0
11710.0,0.0,0.0
11710.5,0.0,0.0
11711.0,0.0,0.0
11711.5,0.0,0.0
11712.0,0.0,0.0
11712.5,0.0,0.0
11713.0,0.0,0.0
11713.5,0.0,0.0
11714.0,0.0,0.0
11714.5,0.0,0.0
11715.0,0.0,0.0
11715.5,0.0,0.0
11716.0,0.0,0.0
11716.5,0.0,0.0
11717.0,0.0,0.0
11717.5,0.0,0.0
11718.0,0.0,0.0
11718.5,0.0,0.0
11719.0,0.0,0.0
11719.5,0.0,0.0
11720.0,0.0,0.0
11720.5,0.0,0.0
11721.0,0.0,0.0
11721.5,0.0,0.0
11722.0,0.0,0.0
11722.5,0.0,0.0
11723.0,0.0,0.0
11723.5,0.0,0.0
11724.0,0.0,0.0
11724.5,0.0,0.0
11725.0,0.0,0.0
11725.5,0.0,0.0
11726.0,0.0,0.0
11726.5,0.0,0.0
11727.0,0.0,0.0
11727.5,0.0,0.0
11728.0,0.0,0.0
11728.5,0.0,0.0
11729.0,0.0,0.0
11729.5,0.0,0.0
11730.0,0.0,0.0
11730.5,0.0,0.0
11731.0,0.0,0.0
11731.5,0.0,0.0
11732.0,0.0,0.0
11732.5,0.0,0.0
11733.0,0.0,0.0
11733.5,0.0,0.0
11734.0,0.0,0.0
11734.5,0.0,0.0
11735.0,0.0,0.0
11735.5,0.0,0.0
11736.0,0.0,0.0
11736.5,0.0,0.0
11737.0,0.0,0.0
11737.5,0.0,0.0
11738.0,0.0,0.0
11738.5,0.0,0.0
11739.0,0.0,0.0
11739.5,0.0,0.0
11740.0,0.0,0.0
11740.5,0.0,0.0
11741.0,0.0,0.0
11741.5,0.0,0.0
11742.0,0.0,0.0
11742.5,0.0,0.0
11743.0,0.0,0.0
11743.5,0.0,0.0
11744.0,0.0,0.0
11744.5,0.0,0.0
11745.0,0.0,0.0
11745.5,0.0,0.0
11746.0,0.0,0.0
11746.5,0.0,0.0
11747.0,0.0,0.0
11747.5,0.0,0.0
11748.0,0.0,0.0
11748.5,0.0,0.0
11749.0,0.0,0.0
11749.5,0.0,0.0
11750.0,0.0,0.0
11750.5,0.0,0.0
11751.0,0.0,0.0
11751.5,0.0,0.0
11752.0,0.0,0.0
11752.5,0.0,0.0
11753.0,0.0,0.0
11753.5,0.0,0.0
11754.0,0.0,0.0
11754.5,0.0,0.0
11755.0,0.0,0.0
11755.5,0.0,0.0
11756.0,0.0,0.0
11756.5,0.0,0.0
11757.0,0.0,0.0
11757.5,0.0,0.0
11758.0,0.0,0.0
11758.5,0.0,0.0
11759.0,0.0,0.0
11759.5,0.0,0.0
11760.0,0.0,0.0
11760.5,0.0,0.0
11761.0,0.0,0.0
11761.5,0.0,0.0
11762.0,0.0,0.0
11762.5,0.0,0.0
11763.0,0.0,0.0
11763.5,0.0,0.0
11764.0,0.0,0.0
11764.5,0.0,0.0
11765.0,0.0,0.0
11765.5,0.0,0.0
11766.0,0.0,0.0
11766.5,0.0,0.0
11767.0,0.0,0.0
11767.5,0.0,0.0
11768.0,0.0,0.0
11768.5,0.0,0.0
11769.0,0.0,0.0
11769.5,0.0,0.0
11770.0,0.0,0.0
11770.5,0.0,0.0
11771.0,0.0,0.0
11771.5,0.0,0.0
11772.0,0.0,0.0
11772.5,0.0,0.0
11773.0,0.0,0.0
11773.5,0.0,0.0
11774.0,0.0,0.0
11774.5,0.0,0.0
11775.0,0.0,0.0
11775.5,0.0,0.0
11776.0,0.0,0.0
11776.5,0.0,0.0
11777.0,0.0,0.0
11777.5,0.0,0.0
11778.0,0.0,0.0
11778.5,0.0,0.0
11779.0,0.0,0.0
11779.5,0.0,0.0
11780.0,0.0,0.0
11780.5,0.0,0.0
11781.0,0.0,0.0
11781.5,0.0,0.0
11782.0,0.0,0.0
11782.5,0.0,0.0
11783.0,0.0,0.0
11783.5,0.0,0.0
11784.0,0.0,0.0
11784.5,0.0,0.0
11785.0,0.0,0.0
11785.5,0.0,0.0
11786.0,0.0,0.0
11786.5,0.0,0.0
11787.0,0.0,0.0
11787.5,0.0,0.0
11788.0,0.0,0.0
11788.5,0.0,0.0
11789.0,0.0,0.0
11789.5,0.0,0.0
11790.0,0.0,0.0
11790.5,0.0,0.0
11791.0,0.0,0.0
11791.5,0.0,0.0
11792.0,0.0,0.0
11792.5,0.0,0.0
11793.0,0.0,0.0
11793.5,0.0,0.0
11794.0,0.0,0.0
11794.5,0.0,0.0
11795.0,0.0,0.0
11795.5,0.0,0.0
11796.0,0.0,0.0
11796.5,0.0,0.0
11797.0,0.0,0.0
11797.5,0.0,0.0
11798.0,0.0,0.0
11798.5,0.0,0.0
11799.0,0.0,0.0
11799.5,0.0,0.0
11800.0,0.0,0.0
11800.5,0.0,0.0
11801.0,0.0,0.0
11801.5,0.0,0.0
11802.0,0.0,0.0
11802.5,0.0,0.0
11803.0,0.0,0.0
11803.5,0.0,0.0
11804.0,0.0,0.0
11804.5,0.0,0.0
11805.0,0.0,0.0
11805.5,0.0,0.0
11806.0,0.0,0.0
11806.5,0.0,0.0
11807.0,0.0,0.0
11807.5,0.0,0.0
11808.0,0.0,0.0
11808.5,0.0,0.0
11809.0,0.0,0.0
11809.5,0.0,0.0
11810.0,0.0,0.0
11810.5,0.0,0.0
11811.0,0.0,0.0
11811.5,0.0,0.0
11812.0,0.0,0.0
11812.5,0.0,0.0
11813.0,0.0,0.0
11813.5,0.0,0.0
11814.0,0.0,0.0
11814.5,0.0,0.0
11815.0,0.0,0.0
11815.5,0.0,0.0
11816.0,0.0,0.0
11816.5,0.0,0.0
11817.0,0.0,0.0
11817.5,0.0,0.0
11818.0,0.0,0.0
11818.5,0.0,0.0
11819.0,0.0,0.0
11819.5,0.0,0.0
11820.0,0.0,0.0
11820.5,0.0,0.0
11821.0,0.0,0.0
11821.5,0.0,0.0
11822.0,0.0,0.0
11822.5,0.0,0.0
11823.0,0.0,0.0
11823.5,0.0,0.0
11824.0,0.0,0.0
11824.5,0.0,0.0
11825.0,0.0,0.0
11825.5,0.0,0.0
11826.0,0.0,0.0
11826.5,0.0,0.0
11827.0,0.0,0.0
11827.5,0.0,0.0
11828.0,0.0,0.0
11828.5,0.0,0.0
11829.0,0.0,0.0
11829.5,0.0,0.0
11830.0,0.0,0.0
11830.5,0.0,0.0
11831.0,0.0,0.0
11831.5,0.0,0.0
11832.0,0.0,0.0
11832.5,0.0,0.0
11833.0,0.0,0.0
11833.5,0.0,0.0
11834.0,0.0,0.0
11834.5,0.0,0.0
11835.0,0.0,0.0
11835.5,0.0,0.0
11836.0,0.0,0.0
11836.5,0.0,0.0
11837.0,0.0,0.0
11837.5,0.0,0.0
11838.0,0.0,0.0
11838.5,0.0,0.0
11839.0,0.0,0.0
11839.5,0.0,0.0
11840.0,0.0,0.0
11840.5,0.0,0.0
11841.0,0.0,0.0
11841.5,0.0,0.0
11842.0,0.0,0.0
11842.5,0.0,0.0
11843.0,0.0,0.0
11843.5,0.0,0.0
11844.0,0.0,0.0
11844.5,0.0,0.0
11845.0,0.0,0.0
11845.5,0.0,0.0
11846.0,0.0,0.0
11846.5,0.0,0.0
11847.0,0.0,0.0
11847.5,0.0,0.0
11848.0,0.0,0.0
11848.5,0.0,0.0
11849.0,0.0,0.0
11849.5,0.0,0.0
11850.0,0.0,0.0
11850.5,0.0,0.0
11851.0,0.0,0.0
11851.5,0.0,0.0
11852.0,0.0,0.0
11852.5,0.0,0.0
11853.0,0.0,0.0
11853.5,0.0,0.0
11854.0,0.0,0.0
11854.5,0.0,0.0
11855.0,0.0,0.0
11855.5,0.0,0.0
11856.0,0.0,0.0
11856.5,0.0,0.0
11857.0,0.0,0.0
11857.5,0.0,0.0
11858.0,0.0,0.0
11858.5,0.0,0.0
11859.0,0.0,0.0
11859.5,0.0,0.0
11860.0,0.0,0.0
11860.5,0.0,0.0
11861.0,0.0,0.0
11861.5,0.0,0.0
11862.0,0.0,0.0
11862.5,0.0,0.0
11863.0,0.0,0.0
11863.5,0.0,0.0
11864.0,0.0,0.0
11864.5,0.0,0.0
11865.0,0.0,0.0
11865.5,0.0,0.0
11866.0,0.0,0.0
11866.5,0.0,0.0
11867.0,0.0,0.0
11867.5,0.0,0.0
11868.0,0.0,0.0
11868.5,0.0,0.0
11869.0,0.0,0.0
11869.5,0.0,0.0
11870.0,0.0,0.0
11870.5,0.0,0.0
11871.0,0.0,0.0
11871.5,0.0,0.0
11872.0,0.0,0.0
11872.5,0.0,0.0
11873.0,0.0,0.0
11873.5,0.0,0.0
11874.0,0.0,0.0
11874.5,0.0,0.0
11875.0,0.0,0.0
11875.5,0.0,0.0
11876.0,0.0,0.0
11876.5,0.0,0.0
11877.0,0.0,0.0
11877.5,0.0,0.0
11878.0,0.0,0.0
11878.5,0.0,0.0
11879.0,0.0,0.0
11879.5,0.0,0.0
11880.0,0.0,0.0
11880.5,0.0,0.0
11881.0,0.0,0.0
11881.5,0.0,0.0
11882.0,0.0,0.0
11882.5,0.0,0.0
11883.0,0.0,0.0
11883.5,0.0,0.0
11884.0,0.0,0.0
11884.5,0.0,0.0
11885.0,0.0,0.0
11885.5,0.0,0.0
11886.0,0.0,0.0
11886.5,0.0,0.0
11887.0,0.0,0.0
11887.5,0.0,0.0
11888.0,0.0,0.0
11888.5,0.0,0.0
11889.0,0.0,0.0
11889.5,0.0,0.0
11890.0,0.0,0.0
11890.5,0.0,0.0
11891.0,0.0,0.0
11891.5,0.0,0.0
11892.0,0.0,0.0
11892.5,0.0,0.0
11893.0,0.0,0.0
11893.5,0.0,0.0
11894.0,0.0,0.0
11894.5,0.0,0.0
11895.0,0.0,0.0
11895.5,0.0,0.0
11896.0,0.0,0.0
11896.5,0.0,0.0
11897.0,0.0,0.0
11897.5,0.0,0.0
11898.0,0.0,0.0
11898.5,0.0,0.0
11899.0,0.0,0.0
11899.5,0.0,0.0
11900.0,0.0,0.0
11900.5,0.0,0.0
11901.0,0.0,0.0
11901.5,0.0,0.0
11902.0,0.0,0.0
11902.5,0.0,0.0
11903.0,0.0,0.0
11903.5,0.0,0.0
11904.0,0.0,0.0
11904.5,0.0,0.0
11905.0,0.0,0.0
11905.5,0.0,0.0
11906.0,0.0,0.0
11906.5,0.0,0.0
11907.0,0.0,0.0
11907.5,0.0,0.0
11908.0,0.0,0.0
11908.5,0.0,0.0
11909.0,0.0,0.0
11909.5,0.0,0.0
11910.0,0.0,0.0
11910.5,0.0,0.0
11911.0,0.0,0.0
11911.5,0.0,0.0
11912.0,0.0,0.0
11912.5,0.0,0.0
11913.0,0.0,0.0
11913.5,0.0,0.0
11914.0,0.0,0.0
11914.5,0.0,0.0
11915.0,0.0,0.0
11915.5,0.0,0.0
11916.0,0.0,0.0
11916.5,0.0,0.0
11917.0,0.0,0.0
11917.5,0.0,0.0
11918.0,0.0,0.0
11918.5,0.0,0.0
11919.0,0.0,0.0
11919.5,0.0,0.0
11920.0,0.0,0.0
11920.5,0.0,0.0
11921.0,0.0,0.0
11921.5,0.0,0.0
11922.0,0.0,0.0
11922.5,0.0,0.0
11923.0,0.0,0.0
11923.5,0.0,0.0
11924.0,0.0,0.0
11924.5,0.0,0.0
11925.0,0.0,0.0
11925.5,0.0,0.0
11926.0,0.0,0.0
11926.5,0.0,0.0
11927.0,0.0,0.0
11927.5,0.0,0.0
11928.0,0.0,0.0
11928.5,0.0,0.0
11929.0,0.0,0.0
11929.5,0.0,0.0
11930.0,0.0,0.0
11930.5,0.0,0.0
11931.0,0.0,0.0
11931.5,0.0,0.0
11932.0,0.0,0.0
11932.5,0.0,0.0
11933.0,0.0,0.0
11933.5,0.0,0.0
11934.0,0.0,0.0
11934.5,0.0,0.0
11935.0,0.0,0.0
11935.5,0.0,0.0
11936.0,0.0,0.0
11936.5,0.0,0.0
11937.0,0.0,0.0
11937.5,0.0,0.0
11938.0,0.0,0.0
11938.5,0.0,0.0
11939.0,0.0,0.0
11939.5,0.0,0.0
11940.0,0.0,0.0
11940.5,0.0,0.0
11941.0,0.0,0.0
11941.5,0.0,0.0
11942.0,0.0,0.0
11942.5,0.0,0.0
11943.0,0.0,0.0
11943.5,0.0,0.0
11944.0,0.0,0.0
11944.5,0.0,0.0
11945.0,0.0,0.0
11945.5,0.0,0.0
11946.0,0.0,0.0
11946.5,0.0,0.0
11947.0,0.0,0.0
11947.5,0.0,0.0
11948.0,0.0,0.0
11948.5,0.0,0.0
11949.0,0.0,0.0
11949.5,0.0,0.0
11950.0,0.0,0.0
11950.5,0.0,0.0
11951.0,0.0,0.0
11951.5,0.0,0.0
11952.0,0.0,0.0
11952.5,0.0,0.0
11953.0,0.0,0.0
11953.5,0.0,0.0
11954.0,0.0,0.0
11954.5,0.0,0.0
11955.0,0.0,0.0
11955.5,0.0,0.0
11956.0,0.0,0.0
11956.5,0.0,0.0
11957.0,0.0,0.0
11957.5,0.0,0.0
11958.0,0.0,0.0
11958.5,0.0,0.0
11959.0,0.0,0.0
11959.5,0.0,0.0
11960.0,0.0,0.0
11960.5,0.0,0.0
11961.0,0.0,0.0
11961.5,0.0,0.0
11962.0,0.0,0.0
11962.5,0.0,0.0
11963.0,0.0,0.0
11963.5,0.0,0.0
11964.0,0.0,0.0
11964.5,0.0,0.0
11965.0,0.0,0.0
11965.5,0.0,0.0
11966.0,0.0,0.0
11966.5,0.0,0.0
11967.0,0.0,0.0
11967.5,0.0,0.0
11968.0,0.0,0.0
11968.5,0.0,0.0
11969.0,0.0,0.0
11969.5,0.0,0.0
11970.0,0.0,0.0
11970.5,0.0,0.0
11971.0,0.0,0.0
11971.5,0.0,0.0
11972.0,0.0,0.0
11972.5,0.0,0.0
11973.0,0.0,0.0
11973.5,0.0,0.0
11974.0,0.0,0.0
11974.5,0.0,0.0
11975.0,0.0,0.0
11975.5,0.0,0.0
11976.0,0.0,0.0
11976.5,0.0,0.0
11977.0,0.0,0.0
11977.5,0.0,0.0
11978.0,0.0,0.0
11978.5,0.0,0.0
11979.0,0.0,0.0
11979.5,0.0,0.0
11980.0,0.0,0.0
11980.5,0.0,0.0
11981.0,0.0,0.0
11981.5,0.0,0.0
11982.0,0.0,0.0
11982.5,0.0,0.0
11983.0,0.0,0.0
11983.5,0.0,0.0
11984.0,0.0,0.0
11984.5,0.0,0.0
11985.0,0.0,0.0
11985.5,0.0,0.0
11986.0,0.0,0.0
11986.5,0.0,0.0
11987.0,0.0,0.0
11987.5,0.0,0.0
11988.0,0.0,0.0
11988.5,0.0,0.0
11989.0,0.0,0.0
11989.5,0.0,0.0
11990.0,0.0,0.0
11990.5,0.0,0.0
11991.0,0.0,0.0
11991.5,0.0,0.0
11992.0,0.0,0.0
11992.5,0.0,0.0
11993.0,0.0,0.0
11993.5,0.0,0.0
11994.0,0.0,0.0
11994.5,0.0,0.0
11995.0,0.0,0.0
11995.5,0.0,0.0
11996.0,0.0,0.0
11996.5,0.0,0.0
11997.0,0.0,0.0
11997.5,0.0,0.0
11998.0,0.0,0.0
11998.5,0.0,0.0
11999.0,0.0,0.0
11999.5,0.0,0.0
12000.0,0.0,0.0
12000.5,0.0,0.0
12001.0,0.0,0.0
12001.5,0.0,0.0
12002.0,0.0,0.0
12002.5,0.0,0.0
12003.0,0.0,0.0
12003.5,0.0,0.0
12004.0,0.0,0.0
12004.5,0.0,0.0
12005.0,0.0,0.0
12005.5,0.0,0.0
12006.0,0.0,0.0
12006.5,0.0,0.0
12007.0,0.0,0.0
12007.5,0.0,0.0
12008.0,0.0,0.0
